Relative_x,Smoothed_lq6,Std_lq6
1.290000000000046754e+01,7.927765892461772212e-01,8.609769882677074937e-02
1.300000000000046896e+01,7.929337761423452813e-01,8.741410952830853953e-02
1.310000000000047038e+01,7.931103721437465781e-01,8.850689774062972526e-02
1.320000000000047180e+01,7.932946430636553803e-01,9.361255474976755420e-02
1.330000000000047322e+01,7.934765200218250047e-01,9.215263549278975008e-02
1.340000000000047464e+01,7.936483001918021030e-01,9.458743113905278277e-02
1.350000000000047606e+01,7.938046924292524453e-01,9.230659089432796671e-02
1.360000000000047748e+01,7.939424609199634553e-01,8.664887170707430419e-02
1.370000000000047891e+01,7.940599114289043081e-01,8.420031968452745819e-02
1.380000000000048033e+01,7.941563847289807576e-01,8.468084961852773151e-02
1.390000000000048175e+01,7.942318376050949702e-01,8.086860922866974388e-02
1.400000000000048317e+01,7.942865330037337523e-01,8.346901083054818204e-02
1.410000000000048459e+01,7.943208300566332314e-01,8.466597458411322108e-02
1.420000000000048601e+01,7.943350537775532016e-01,8.712261586709081629e-02
1.430000000000048743e+01,7.943294243484503303e-01,8.886277865700961676e-02
1.440000000000048885e+01,7.943040309125145582e-01,8.658815105179852589e-02
1.450000000000049027e+01,7.942588413550428772e-01,8.555311931503906120e-02
1.460000000000049170e+01,7.941937462795362057e-01,8.353382201411620189e-02
1.470000000000049312e+01,7.941086418286872339e-01,8.223277791575110685e-02
1.480000000000049454e+01,7.940035618716024812e-01,8.309138361077618440e-02
1.490000000000049596e+01,7.938788745366934796e-01,8.466253463451985095e-02
1.500000000000049738e+01,7.937355589430393765e-01,8.752899173319260429e-02
1.510000000000049880e+01,7.935755709725094142e-01,9.090359744958961818e-02
1.520000000000050022e+01,7.934022852932411940e-01,9.136776524703869862e-02
1.530000000000050164e+01,7.932209570259047826e-01,9.673914843465211688e-02
1.540000000000050306e+01,7.930390780270315521e-01,9.298687242321612700e-02
1.550000000000050449e+01,7.928664246734610233e-01,9.147676118665222511e-02
1.560000000000050591e+01,7.927145525872395515e-01,8.797315367100620731e-02
1.570000000000050733e+01,7.925955644739236527e-01,9.091816342150765839e-02
1.580000000000050875e+01,7.925202187504455376e-01,8.562184037394821035e-02
1.590000000000051017e+01,7.924958109277469021e-01,8.569884321614225364e-02
1.600000000000051159e+01,7.925245405456751158e-01,8.654541930941174466e-02
1.610000000000051301e+01,7.926030189620364430e-01,9.011574301650389363e-02
1.620000000000051443e+01,7.927231214285520577e-01,8.894058818971345426e-02
1.630000000000051585e+01,7.928738053537771613e-01,8.801975559949851147e-02
1.640000000000051728e+01,7.930431838075973072e-01,9.441493939927181334e-02
1.650000000000051870e+01,7.932202168787119145e-01,8.954453858569287605e-02
1.660000000000052012e+01,7.933957134178861725e-01,9.393211900001390002e-02
1.670000000000052154e+01,7.935626653256580010e-01,9.013448754711353428e-02
1.680000000000052296e+01,7.937161158607426437e-01,8.788284432583173822e-02
1.690000000000052438e+01,7.938527905490311287e-01,8.453713280262235841e-02
1.700000000000052580e+01,7.939706635562211456e-01,8.355694876589604692e-02
1.710000000000052722e+01,7.940685588919684790e-01,8.305666568964804874e-02
1.720000000000052864e+01,7.941458279696855804e-01,8.430818278403535981e-02
1.730000000000053006e+01,7.942021104798704378e-01,8.612655785001707698e-02
1.740000000000053149e+01,7.942371697660594032e-01,8.882144273563392922e-02
1.750000000000053291e+01,7.942507898640538411e-01,8.924488919905011752e-02
1.760000000000053433e+01,7.942427234771408662e-01,8.921178012685188063e-02
1.770000000000053575e+01,7.942126850264887850e-01,8.543740604320368415e-02
1.780000000000053717e+01,7.941603888388617527e-01,8.395250453172914407e-02
